date,channel,spend,impressions,clicks
2025-10-08,Marketplace,686.43,41293,1657
2025-10-08,Direct,195.54,12895,672
2025-10-09,Organic Search,263.30,17244,701
2025-10-09,Paid Search,1259.69,55543,1937
2025-10-09,Email,257.69,10083,702
2025-10-09,Social,781.41,55170,1429
2025-10-09,Marketplace,588.64,35317,1402
2025-10-09,Direct,198.08,7654,360
2025-10-10,Organic Search,242.86,10617,560
2025-10-10,Paid Search,1162.37,75322,2209
2025-10-10,Email,257.01,10086,731
2025-10-10,Social,761.93,48085,1303
2025-10-10,Marketplace,617.75,44123,1660
2025-10-10,Direct,35.00,1574,93
2025-10-11,Organic Search,280.65,11959,491
2025-10-11,Paid Search,1172.08,84039,2670
2025-10-11,Email,225.52,9570,902
2025-10-11,Social,768.84,39091,945
2025-10-11,Marketplace,614.74,37222,1351
2025-10-11,Direct,95.35,3868,196
2025-10-12,Organic Search,284.07,13757,549
2025-10-12,Paid Search,1167.89,53426,1746
2025-10-12,Email,224.76,11435,866
2025-10-12,Social,855.45,37112,894
2025-10-12,Marketplace,622.65,41282,1425
2025-10-12,Direct,74.64,3156,172
2025-10-13,Organic Search,264.69,12743,635
2025-10-13,Paid Search,1185.59,62313,1632
2025-10-13,Email,247.01,13686,974
2025-10-13,Social,744.59,47165,1227
2025-10-13,Marketplace,619.05,31029,993
2025-10-13,Direct,60.21,3659,199
2025-10-14,Organic Search,218.69,10113,369
2025-10-14,Paid Search,1135.67,67291,1816
2025-10-14,Email,280.96,12893,1026
2025-10-14,Social,712.89,35200,982
2025-10-14,Marketplace,646.40,45657,1918
2025-10-14,Direct,78.09,5216,292
2025-10-15,Organic Search,274.32,14062,744
2025-10-15,Paid Search,1209.61,81841,2985
2025-10-15,Email,149.62,7804,547
2025-10-15,Social,766.49,49525,1349
2025-10-15,Marketplace,604.04,40389,1636
2025-10-15,Direct,97.51,6616,321
2025-10-16,Organic Search,301.72,20942,655
2025-10-16,Paid Search,1110.51,67380,2336
2025-10-16,Email,228.48,14110,1133
2025-10-16,Social,763.61,48798,1077
2025-10-16,Marketplace,670.83,45750,1552
2025-10-16,Direct,105.74,4746,229
2025-10-17,Organic Search,346.98,17765,698
2025-10-17,Paid Search,1190.44,49415,1483
2025-10-17,Email,186.35,9981,716
2025-10-17,Social,714.02,50217,978
2025-10-17,Marketplace,626.23,28579,922
2025-10-17,Direct,91.79,4382,292
2025-10-18,Organic Search,232.69,12237,515
2025-10-18,Paid Search,1163.31,75246,2276
2025-10-18,Email,168.59,8103,628
2025-10-18,Social,715.79,42189,1088
2025-10-18,Marketplace,629.42,40767,1235
2025-10-18,Direct,124.12,8347,444
2025-10-19,Organic Search,259.03,10737,413
2025-10-19,Paid Search,1212.38,54179,1533
2025-10-19,Email,201.93,7832,559
2025-10-19,Social,797.16,40578,885
2025-10-19,Marketplace,602.19,39879,1534
2025-10-19,Direct,126.44,7110,370
2025-10-20,Organic Search,237.87,13518,632
2025-10-20,Paid Search,1156.33,49442,1305
2025-10-20,Email,206.07,8656,518
2025-10-20,Social,904.08,46596,1114
2025-10-20,Marketplace,654.74,42310,1919
2025-10-20,Direct,79.56,4760,254
2025-10-21,Organic Search,323.27,23182,847
2025-10-21,Paid Search,1140.97,70609,1995
2025-10-21,Email,234.07,16193,1266
2025-10-21,Social,788.42,33677,887
2025-10-21,Marketplace,710.83,41237,1409
2025-10-21,Direct,111.93,5758,296
2025-10-22,Organic Search,236.15,14312,590
2025-10-22,Paid Search,1193.57,71410,2208
2025-10-22,Email,200.06,9589,604
2025-10-22,Social,720.57,38443,1000
2025-10-22,Marketplace,608.57,41520,1405
2025-10-22,Direct,113.02,6600,379
2025-10-23,Organic Search,394.39,16427,767
2025-10-23,Paid Search,1127.34,43894,1588
2025-10-23,Email,201.85,11566,912
2025-10-23,Social,773.65,49427,1430
2025-10-23,Marketplace,658.99,31139,1233
2025-10-23,Direct,99.61,6040,356
2025-10-24,Organic Search,317.45,14277,532
2025-10-24,Paid Search,1152.04,47709,1277
2025-10-24,Email,269.01,17513,1297
2025-10-24,Social,775.63,54658,1629
2025-10-24,Marketplace,666.13,30216,1027
2025-10-24,Direct,137.31,7759,419
2025-10-25,Organic Search,290.02,13810,614
2025-10-25,Paid Search,1141.02,68873,1852
2025-10-25,Email,215.54,10473,715
2025-10-25,Social,804.83,55535,1329
2025-10-25,Marketplace,665.82,45261,1934
2025-10-25,Direct,168.81,8734,355
2025-10-26,Organic Search,273.91,19393,846
2025-10-26,Paid Search,1219.62,56564,1552
2025-10-26,Email,282.81,18148,1591
2025-10-26,Social,779.37,54379,1705
2025-10-26,Marketplace,621.28,26902,1112
2025-10-26,Direct,143.62,5822,314
2025-10-27,Organic Search,332.94,23794,1100
2025-10-27,Paid Search,1247.83,86795,3040
2025-10-27,Email,296.14,15101,1242
2025-10-27,Social,854.25,35333,972
2025-10-27,Marketplace,627.52,34418,1244
2025-10-27,Direct,114.04,7068,390
2025-10-28,Organic Search,252.11,16845,703
2025-10-28,Paid Search,1202.60,82752,2582
2025-10-28,Email,259.37,18415,1294
2025-10-28,Social,705.21,28914,702
2025-10-28,Marketplace,653.96,36715,1443
2025-10-28,Direct,129.64,5528,264
2025-10-29,Organic Search,216.76,13930,623
2025-10-29,Paid Search,1086.84,58905,1463
2025-10-29,Email,162.31,7793,548
2025-10-29,Social,731.17,33722,902
2025-10-29,Marketplace,638.94,44221,1600
2025-10-29,Direct,45.10,1884,98
2025-10-30,Organic Search,309.18,17820,779
2025-10-30,Paid Search,1173.28,50638,1708
2025-10-30,Email,208.59,8466,721
2025-10-30,Social,795.28,36109,1145
2025-10-30,Marketplace,692.75,36530,1459
2025-10-30,Direct,83.90,4347,203
2025-10-31,Organic Search,285.77,12484,609
2025-10-31,Paid Search,1148.69,63055,2308
2025-10-31,Email,208.23,8896,659
2025-10-31,Social,754.27,49402,1364
2025-10-31,Marketplace,682.14,38510,1384
2025-10-31,Direct,97.35,5439,256
2025-11-01,Organic Search,326.95,19144,785
2025-11-01,Paid Search,1742.80,101653,3106
2025-11-01,Email,226.36,9417,666
2025-11-01,Social,1316.59,65282,1613
2025-11-01,Marketplace,535.14,37020,1526
2025-11-01,Direct,118.72,6549,378
2025-11-02,Organic Search,353.80,15660,583
2025-11-02,Paid Search,1860.07,80552,2399
2025-11-02,Email,152.77,7683,608
2025-11-02,Social,1224.93,82946,2216
2025-11-02,Marketplace,571.76,23340,910
2025-11-02,Direct,149.21,7062,317
2025-11-03,Organic Search,290.05,19093,831
2025-11-03,Paid Search,1762.56,92205,2808
2025-11-03,Email,221.24,13676,1001
2025-11-03,Social,1172.88,79540,2135
2025-11-03,Marketplace,702.36,46098,1758
2025-11-03,Direct,56.64,3446,194
2025-11-04,Organic Search,369.05,15282,661
2025-11-04,Paid Search,1893.40,102315,3329
2025-11-04,Email,289.54,12098,964
2025-11-04,Social,1203.98,52355,1533
2025-11-04,Marketplace,646.39,28540,1248
2025-11-04,Direct,73.48,4131,207
2025-11-05,Organic Search,199.59,11153,512
2025-11-05,Paid Search,1840.96,107230,3748
2025-11-05,Email,251.49,9890,715
2025-11-05,Social,1253.29,73419,1661
2025-11-05,Marketplace,672.30,43417,1777
2025-11-05,Direct,78.40,3904,148
2025-11-06,Organic Search,375.34,24144,1108
2025-11-06,Paid Search,1922.34,134727,5407
2025-11-06,Email,288.47,17269,1187
2025-11-06,Social,1169.20,44733,951
2025-11-06,Marketplace,674.27,40284,1465
2025-11-06,Direct,147.36,8051,400
2025-11-07,Organic Search,349.51,18799,810
2025-11-07,Paid Search,1885.93,106319,3502
2025-11-07,Email,222.73,10736,746
2025-11-07,Social,1185.22,73741,1506
2025-11-07,Marketplace,623.30,36681,1518
2025-11-07,Direct,124.60,7963,395
2025-11-08,Organic Search,290.93,17542,730
2025-11-08,Paid Search,1873.56,122147,4348
2025-11-08,Email,195.17,8271,729
2025-11-08,Social,1276.53,70640,1786
2025-11-08,Marketplace,584.36,22654,812
2025-11-08,Direct,115.81,8264,476
2025-11-09,Organic Search,223.96,8700,356
2025-11-09,Paid Search,1940.02,112319,3468
2025-11-09,Email,236.38,10765,798
2025-11-09,Social,1221.31,76254,1595
2025-11-09,Marketplace,642.96,29669,1429
2025-11-09,Direct,97.56,3752,164
2025-11-10,Organic Search,312.81,22073,835
2025-11-10,Paid Search,1960.27,113970,3154
2025-11-10,Email,191.23,10808,915
2025-11-10,Social,1251.22,78881,2277
2025-11-10,Marketplace,675.08,35520,1159
2025-11-10,Direct,64.23,3225,144
2025-11-11,Organic Search,325.96,18406,918
2025-11-11,Paid Search,1911.86,75801,2359
2025-11-11,Email,241.59,11098,879
2025-11-11,Social,1265.15,86517,1913
2025-11-11,Marketplace,679.35,36074,1442
2025-11-11,Direct,135.66,8217,447
2025-11-12,Organic Search,345.57,19615,921
2025-11-12,Paid Search,1918.25,74230,2451
2025-11-12,Email,208.68,10756,866
2025-11-12,Social,1216.77,81355,1805
2025-11-12,Marketplace,635.34,40859,1703
2025-11-12,Direct,35.00,1714,89
2025-11-13,Organic Search,296.02,14086,612
2025-11-13,Paid Search,1930.76,132512,4852
2025-11-13,Email,284.37,10852,840
2025-11-13,Social,1285.29,79843,2015
2025-11-13,Marketplace,621.61,30849,1382
2025-11-13,Direct,151.78,6325,314
2025-11-14,Organic Search,253.87,12079,519
2025-11-14,Paid Search,2003.32,102293,2936
2025-11-14,Email,248.28,12632,777
2025-11-14,Social,1283.38,68499,1817
2025-11-14,Marketplace,653.32,29749,1360
2025-11-14,Direct,158.87,9686,588
2025-11-15,Organic Search,285.30,12997,613
2025-11-15,Paid Search,1962.70,136083,4577
2025-11-15,Email,247.95,9810,759
2025-11-15,Social,1354.99,79366,2040
2025-11-15,Marketplace,573.05,35222,1556
2025-11-15,Direct,70.37,2911,139
2025-11-16,Organic Search,285.62,12201,572
2025-11-16,Paid Search,1935.82,100366,3343
2025-11-16,Email,145.34,9996,672
2025-11-16,Social,1252.09,55075,1471
2025-11-16,Marketplace,599.27,32447,1345
2025-11-16,Direct,114.37,5206,270
2025-11-17,Organic Search,323.08,12639,600
2025-11-17,Paid Search,1931.49,111903,4245
2025-11-17,Email,181.97,11742,833
2025-11-17,Social,1277.72,55122,1359
2025-11-17,Marketplace,592.81,23509,972
2025-11-17,Direct,52.79,2385,114
2025-11-18,Organic Search,255.73,13954,555
2025-11-18,Paid Search,1913.81,114767,3541
2025-11-18,Email,293.01,14537,1181
2025-11-18,Social,1297.93,86464,2246
2025-11-18,Marketplace,601.18,28583,1231
2025-11-18,Direct,56.24,2841,148
2025-11-19,Organic Search,332.49,20854,899
2025-11-19,Paid Search,1864.20,127790,3644
2025-11-19,Email,226.20,14591,1136
2025-11-19,Social,1261.66,53807,905
2025-11-19,Marketplace,664.71,39969,1983
2025-11-19,Direct,35.00,1966,107
2025-11-20,Organic Search,330.91,15833,730
2025-11-20,Paid Search,1913.88,101615,2432
2025-11-20,Email,274.47,13189,881
2025-11-20,Social,1282.99,75549,1739
2025-11-20,Marketplace,740.70,45021,1469
2025-11-20,Direct,157.54,8240,419
2025-11-21,Organic Search,281.44,12386,554
2025-11-21,Paid Search,1831.61,95637,3102
2025-11-21,Email,277.29,12046,982
2025-11-21,Social,1343.67,65731,1801
2025-11-21,Marketplace,611.65,24785,907
2025-11-21,Direct,107.98,4587,228
2025-11-22,Organic Search,316.06,17152,773
2025-11-22,Paid Search,1830.59,71058,2026
2025-11-22,Email,186.70,9808,627
2025-11-22,Social,1273.71,56993,1504
2025-11-22,Marketplace,600.94,34804,1339
2025-11-22,Direct,133.09,8762,468
2025-11-23,Organic Search,259.90,14406,627
2025-11-23,Paid Search,1847.52,75469,2657
2025-11-23,Email,216.58,10524,797
2025-11-23,Social,1299.17,82340,2066
2025-11-23,Marketplace,618.85,42628,1670
2025-11-23,Direct,60.57,4171,203
2025-11-24,Organic Search,317.05,19564,922
2025-11-24,Paid Search,1945.26,96709,3266
2025-11-24,Email,193.94,9875,617
2025-11-24,Social,1272.84,69086,1656
2025-11-24,Marketplace,728.46,30239,1100
2025-11-24,Direct,95.06,5820,282
2025-11-25,Organic Search,247.67,16842,801
2025-11-25,Paid Search,1922.75,107306,3557
2025-11-25,Email,292.08,13827,995
2025-11-25,Social,1349.82,88183,1852
2025-11-25,Marketplace,684.80,32840,1383
2025-11-25,Direct,35.00,2373,135
2025-11-26,Organic Search,327.96,21444,865
2025-11-26,Paid Search,1800.74,87770,2799
2025-11-26,Email,158.58,10930,972
2025-11-26,Social,1210.17,73663,1870
2025-11-26,Marketplace,632.05,37204,1674
2025-11-26,Direct,146.38,7758,398
2025-11-27,Organic Search,285.86,12463,615
2025-11-27,Paid Search,1969.71,122274,3241
2025-11-27,Email,277.84,14400,999
2025-11-27,Social,1300.83,67709,1709
2025-11-27,Marketplace,702.64,34512,1459
2025-11-27,Direct,72.35,3019,153
2025-11-28,Organic Search,305.48,15988,677
2025-11-28,Paid Search,1984.48,103606,3511
2025-11-28,Email,163.79,7512,537
2025-11-28,Social,1296.09,68678,1756
2025-11-28,Marketplace,669.88,45437,1569
2025-11-28,Direct,123.91,7133,358
2025-11-29,Organic Search,271.12,16356,884
2025-11-29,Paid Search,1977.24,128070,3792
2025-11-29,Email,210.91,11959,963
2025-11-29,Social,1368.04,84509,1649
2025-11-29,Marketplace,664.49,45825,1718
2025-11-29,Direct,183.45,9862,495
2025-11-30,Organic Search,331.54,22338,903
2025-11-30,Paid Search,1940.59,104024,3770
2025-11-30,Email,243.98,13665,1131
2025-11-30,Social,1346.08,82301,2207
2025-11-30,Marketplace,789.62,33872,1140
2025-11-30,Direct,114.77,7214,423
2025-12-01,Organic Search,309.42,17726,806
2025-12-01,Paid Search,1949.77,121673,3393
2025-12-01,Email,189.78,11920,909
2025-12-01,Social,1337.18,79461,1998
2025-12-01,Marketplace,625.94,40467,1222
2025-12-01,Direct,129.75,4949,226
2025-12-02,Organic Search,323.87,21047,950
2025-12-02,Paid Search,2013.38,134079,4911
2025-12-02,Email,331.57,18439,1151
2025-12-02,Social,1274.37,65224,1627
2025-12-02,Marketplace,666.63,37642,1874
2025-12-02,Direct,134.23,7030,435
2025-12-03,Organic Search,245.83,9533,439
2025-12-03,Paid Search,1975.46,140709,4056
2025-12-03,Email,182.12,11402,784
2025-12-03,Social,1267.50,64592,1386
2025-12-03,Marketplace,708.61,33027,1082
2025-12-03,Direct,195.47,13254,602
2025-12-04,Organic Search,294.60,21064,912
2025-12-04,Paid Search,2004.18,124893,3684
2025-12-04,Email,362.55,15571,1191
2025-12-04,Social,1259.85,51882,1114
2025-12-04,Marketplace,642.68,25512,937
2025-12-04,Direct,59.41,2259,93
2025-12-05,Organic Search,334.65,17171,806
2025-12-05,Paid Search,1898.20,106375,3405
2025-12-05,Email,201.80,8080,472
2025-12-05,Social,1340.22,74802,1761
2025-12-05,Marketplace,608.71,38202,1436
2025-12-05,Direct,147.40,5942,315
2025-12-06,Organic Search,296.71,11919,573
2025-12-06,Paid Search,1901.26,94222,3335
2025-12-06,Email,195.07,8678,486
2025-12-06,Social,1306.24,72511,1736
2025-12-06,Marketplace,682.07,33333,1394
2025-12-06,Direct,84.14,4983,258
2025-12-07,Organic Search,405.84,22546,1012
2025-12-07,Paid Search,1969.08,82188,2774
2025-12-07,Email,254.94,11960,755
2025-12-07,Social,1409.34,55337,1589
2025-12-07,Marketplace,736.31,44428,1457
2025-12-07,Direct,63.39,3904,221
2025-12-08,Organic Search,286.53,17724,729
2025-12-08,Paid Search,1968.48,109334,3465
2025-12-08,Email,131.57,7314,631
2025-12-08,Social,1308.66,75147,1923
2025-12-08,Marketplace,697.38,34947,1188
2025-12-08,Direct,109.54,6635,294
2025-12-09,Organic Search,314.56,21255,970
2025-12-09,Paid Search,1974.94,97397,2307
2025-12-09,Email,310.09,13782,968
2025-12-09,Social,1293.33,75005,2094
2025-12-09,Marketplace,635.45,27386,1103
2025-12-09,Direct,85.35,3938,221
2025-12-10,Organic Search,307.32,19728,1020
2025-12-10,Paid Search,1959.55,100306,3091
2025-12-10,Email,218.92,15058,1021
2025-12-10,Social,1318.29,52036,1166
2025-12-10,Marketplace,656.11,30903,1014
2025-12-10,Direct,64.27,3763,209
2025-12-11,Organic Search,328.44,21150,1128
2025-12-11,Paid Search,2079.45,103126,3224
2025-12-11,Email,326.95,14411,1215
2025-12-11,Social,1334.63,76135,1661
2025-12-11,Marketplace,660.16,26648,938
2025-12-11,Direct,64.29,2576,153
2025-12-12,Organic Search,268.49,13585,730
2025-12-12,Paid Search,1997.65,92113,3010
2025-12-12,Email,247.38,11002,681
2025-12-12,Social,1384.15,79154,1829
2025-12-12,Marketplace,589.98,39316,1559
2025-12-12,Direct,66.06,3012,132
2025-12-13,Organic Search,365.58,25701,934
2025-12-13,Paid Search,2021.94,140069,3777
2025-12-13,Email,252.36,17130,1193
2025-12-13,Social,1314.14,55668,1390
2025-12-13,Marketplace,676.50,46903,1473
2025-12-13,Direct,140.50,5632,350
2025-12-14,Organic Search,291.25,11792,527
2025-12-14,Paid Search,2045.76,97121,2503
2025-12-14,Email,255.05,13931,1155
2025-12-14,Social,1430.41,71318,1426
2025-12-14,Marketplace,637.59,39224,1198
2025-12-14,Direct,67.89,4327,234
2025-12-15,Organic Search,349.16,23991,864
2025-12-15,Paid Search,2078.65,120161,3456
2025-12-15,Email,188.89,11735,848
2025-12-15,Social,1273.46,65824,1781
2025-12-15,Marketplace,650.27,38136,1489
2025-12-15,Direct,108.74,7292,335
2025-12-16,Organic Search,336.63,12976,682
2025-12-16,Paid Search,1988.43,86477,2477
2025-12-16,Email,300.12,12816,830
2025-12-16,Social,1315.99,66318,1390
2025-12-16,Marketplace,699.83,49369,1566
2025-12-16,Direct,151.68,8752,549
2025-12-17,Organic Search,312.84,18522,741
2025-12-17,Paid Search,2034.16,125246,3890
2025-12-17,Email,199.73,7929,569
2025-12-17,Social,1389.46,83059,2267
2025-12-17,Marketplace,763.33,37538,1672
2025-12-17,Direct,115.90,4676,230
2025-12-18,Organic Search,286.09,14947,490
2025-12-18,Paid Search,2040.44,105378,3286
2025-12-18,Email,218.40,13269,875
2025-12-18,Social,1408.02,82126,1605
2025-12-18,Marketplace,756.68,33984,1028
2025-12-18,Direct,94.35,5875,345
2025-12-19,Organic Search,252.00,14717,775
2025-12-19,Paid Search,2078.84,112356,3823
2025-12-19,Email,262.79,12152,905
2025-12-19,Social,1397.94,72759,1661
2025-12-19,Marketplace,633.31,38681,1212
2025-12-19,Direct,118.62,8043,447
2025-12-20,Organic Search,435.30,23865,1273
2025-12-20,Paid Search,2079.86,108967,3832
2025-12-20,Email,267.46,12986,1028
2025-12-20,Social,1324.13,90338,2207
2025-12-20,Marketplace,803.22,44124,1328
2025-12-20,Direct,119.48,7834,409
2025-12-21,Organic Search,285.94,17261,621
2025-12-21,Paid Search,2086.14,82793,2606
2025-12-21,Email,210.06,13623,1148
2025-12-21,Social,1335.70,76164,2180
2025-12-21,Marketplace,678.91,29104,1183
2025-12-21,Direct,150.15,9032,429
2025-12-22,Organic Search,302.11,18630,619
2025-12-22,Paid Search,2056.47,140976,4733
2025-12-22,Email,290.90,14826,823
2025-12-22,Social,1344.24,60257,1173
2025-12-22,Marketplace,794.27,31718,1230
2025-12-22,Direct,132.07,8704,456
2025-12-23,Organic Search,300.46,15946,685
2025-12-23,Paid Search,2053.06,143668,4483
2025-12-23,Email,321.42,12704,795
2025-12-23,Social,1240.69,56875,1340
2025-12-23,Marketplace,686.50,33908,1169
2025-12-23,Direct,162.58,7171,331
2025-12-24,Organic Search,289.56,13268,494
2025-12-24,Paid Search,2116.92,126028,3567
2025-12-24,Email,219.61,14096,1026
2025-12-24,Social,1325.95,79360,2165
2025-12-24,Marketplace,617.52,26411,987
2025-12-24,Direct,159.83,8898,522
2025-12-25,Organic Search,240.53,15363,865
2025-12-25,Paid Search,2042.41,126041,4398
2025-12-25,Email,287.02,10943,880
2025-12-25,Social,1331.34,53924,1558
2025-12-25,Marketplace,775.32,30420,727
2025-12-25,Direct,85.43,3862,225
2025-12-26,Organic Search,322.80,21727,871
2025-12-26,Paid Search,1968.44,115268,3979
2025-12-26,Email,210.04,8977,594
2025-12-26,Social,1250.87,79302,1732
2025-12-26,Marketplace,732.37,33626,1401
2025-12-26,Direct,191.88,9613,499
2025-12-27,Organic Search,388.67,20128,916
2025-12-27,Paid Search,2016.14,136029,4268
2025-12-27,Email,186.61,12609,888
2025-12-27,Social,1417.29,92912,2565
2025-12-27,Marketplace,725.12,38216,1842
2025-12-27,Direct,53.30,2673,134
2025-12-28,Organic Search,373.75,25373,1218
2025-12-28,Paid Search,2077.00,144199,4158
2025-12-28,Email,250.87,13158,992
2025-12-28,Social,1331.42,81879,2164
2025-12-28,Marketplace,774.82,34572,1330
2025-12-28,Direct,107.39,5523,275
2025-12-29,Organic Search,329.71,18697,767
2025-12-29,Paid Search,2033.12,126623,3378
2025-12-29,Email,240.51,11522,817
2025-12-29,Social,1313.20,75154,1673
2025-12-29,Marketplace,737.96,43660,1767
2025-12-29,Direct,93.77,4592,240
2025-12-30,Organic Search,277.20,13326,536
2025-12-30,Paid Search,2052.55,116871,3537
2025-12-30,Email,345.74,16865,1152
2025-12-30,Social,1476.38,103347,2265
2025-12-30,Marketplace,688.46,28721,1309
2025-12-30,Direct,161.82,8805,440
2025-12-31,Organic Search,268.97,18939,768
2025-12-31,Paid Search,2157.06,145258,5543
2025-12-31,Email,268.01,11030,718
2025-12-31,Social,1371.66,57446,1421
2025-12-31,Marketplace,764.01,30055,1117
2025-12-31,Direct,149.68,5909,282
2026-01-01,Organic Search,315.01,14859,604
2026-01-01,Paid Search,1314.62,92323,2654
2026-01-01,Email,205.94,10273,660
2026-01-01,Social,867.82,39849,1005
2026-01-01,Marketplace,736.17,32884,1258
2026-01-01,Direct,172.31,7425,438
2026-01-02,Organic Search,310.41,17148,730
2026-01-02,Paid Search,1331.70,63066,1900
2026-01-02,Email,134.17,6929,424
2026-01-02,Social,857.89,61636,1407
2026-01-02,Marketplace,759.02,39373,1794
2026-01-02,Direct,126.02,7191,395
2026-01-03,Organic Search,251.79,9684,496
2026-01-03,Paid Search,1389.53,53738,1581
2026-01-03,Email,264.48,11603,881
2026-01-03,Social,832.32,35558,1000
2026-01-03,Marketplace,696.84,35091,1133
2026-01-03,Direct,42.38,2525,136
2026-01-04,Organic Search,392.16,19257,841
2026-01-04,Paid Search,1382.33,90445,2460
2026-01-04,Email,245.03,17192,1096
2026-01-04,Social,929.05,48191,1171
2026-01-04,Marketplace,724.74,28764,941
2026-01-04,Direct,49.92,3235,197
2026-01-05,Organic Search,298.53,20882,990
2026-01-05,Paid Search,1341.44,53965,1849
2026-01-05,Email,207.57,11762,907
2026-01-05,Social,807.55,40404,958
2026-01-05,Marketplace,738.36,46824,1678
2026-01-05,Direct,117.92,5670,318
2026-01-06,Organic Search,322.21,22539,906
2026-01-06,Paid Search,1302.12,68471,2378
2026-01-06,Email,321.44,17619,1382
2026-01-06,Social,849.80,40952,1073
2026-01-06,Marketplace,708.71,47669,1927
2026-01-06,Direct,140.64,7852,356
2026-01-07,Organic Search,378.18,22200,980
2026-01-07,Paid Search,1342.09,80680,3017
2026-01-07,Email,251.76,11436,679
2026-01-07,Social,909.03,42080,967
2026-01-07,Marketplace,767.43,44740,1666
2026-01-07,Direct,92.69,4644,272
2026-01-08,Organic Search,331.84,16210,562
2026-01-08,Paid Search,1476.90,57723,2042
2026-01-08,Email,313.82,16870,1299
2026-01-08,Social,893.86,47882,1178
2026-01-08,Marketplace,702.61,44810,2151
2026-01-08,Direct,125.08,7716,339
2026-01-09,Organic Search,231.60,12659,605
2026-01-09,Paid Search,1420.07,69158,2679
2026-01-09,Email,177.18,10750,608
2026-01-09,Social,900.61,51439,1283
2026-01-09,Marketplace,769.48,38006,1476
2026-01-09,Direct,143.92,5656,293
2026-01-10,Organic Search,373.34,14248,712
2026-01-10,Paid Search,1356.85,60094,1860
2026-01-10,Email,208.98,10381,707
2026-01-10,Social,916.53,49287,1178
2026-01-10,Marketplace,718.23,43711,1962
2026-01-10,Direct,125.97,6891,388
2026-01-11,Organic Search,375.01,16648,617
2026-01-11,Paid Search,1371.05,56787,1436
2026-01-11,Email,286.65,16507,1332
2026-01-11,Social,885.80,45740,1416
2026-01-11,Marketplace,745.99,35048,1494
2026-01-11,Direct,40.94,2084,100
2026-01-12,Organic Search,355.10,14834,758
2026-01-12,Paid Search,1393.05,63519,2039
2026-01-12,Email,271.13,13530,1131
2026-01-12,Social,872.08,40834,1314
2026-01-12,Marketplace,732.58,47719,1216
2026-01-12,Direct,151.17,8749,386
2026-01-13,Organic Search,320.34,19422,891
2026-01-13,Paid Search,1391.73,69801,2053
2026-01-13,Email,301.75,16121,1047
2026-01-13,Social,978.52,41698,1083
2026-01-13,Marketplace,762.67,39761,1833
2026-01-13,Direct,138.28,7065,412
2026-01-14,Organic Search,353.91,14493,637
2026-01-14,Paid Search,1336.75,94579,3296
2026-01-14,Email,232.17,14720,836
2026-01-14,Social,907.60,37620,853
2026-01-14,Marketplace,730.54,34157,1260
2026-01-14,Direct,213.65,12876,818
2026-01-15,Organic Search,323.88,19150,853
2026-01-15,Paid Search,1414.96,57801,1893
2026-01-15,Email,318.26,20643,1352
2026-01-15,Social,912.88,45118,1315
2026-01-15,Marketplace,798.26,55874,2311
2026-01-15,Direct,119.37,5874,314
2026-01-16,Organic Search,285.49,12234,481
2026-01-16,Paid Search,1406.03,87079,2051
2026-01-16,Email,219.61,14347,1061
2026-01-16,Social,1013.75,45943,1038
2026-01-16,Marketplace,749.83,42031,1244
2026-01-16,Direct,35.00,1697,79
2026-01-17,Organic Search,272.27,16433,891
2026-01-17,Paid Search,1356.60,68584,2055
2026-01-17,Email,266.63,13452,848
2026-01-17,Social,926.36,40735,965
2026-01-17,Marketplace,730.86,34118,1223
2026-01-17,Direct,48.57,2574,138
2026-01-18,Organic Search,271.60,10911,496
2026-01-18,Paid Search,1360.86,52836,1477
2026-01-18,Email,241.13,16502,1277
2026-01-18,Social,842.28,50531,1231
2026-01-18,Marketplace,736.70,37325,1770
2026-01-18,Direct,140.69,5528,280
2026-01-19,Organic Search,317.31,22644,939
2026-01-19,Paid Search,1348.35,80692,2516
2026-01-19,Email,229.45,14049,1108
2026-01-19,Social,964.47,51986,1453
2026-01-19,Marketplace,805.47,56897,2562
2026-01-19,Direct,160.32,7256,284
2026-01-20,Organic Search,344.48,18095,835
2026-01-20,Paid Search,1366.00,54396,1608
2026-01-20,Email,272.24,16070,1138
2026-01-20,Social,949.02,44006,1247
2026-01-20,Marketplace,722.47,35369,1317
2026-01-20,Direct,134.89,8694,511
2026-01-21,Organic Search,341.50,14566,652
2026-01-21,Paid Search,1326.87,50465,1546
2026-01-21,Email,224.44,13067,847
2026-01-21,Social,863.93,43790,950
2026-01-21,Marketplace,751.49,36676,1514
2026-01-21,Direct,258.89,9889,526
2026-01-22,Organic Search,341.34,22335,869
2026-01-22,Paid Search,1380.50,81227,2870
2026-01-22,Email,362.20,17577,1086
2026-01-22,Social,910.39,52994,1368
2026-01-22,Marketplace,692.09,35631,1350
2026-01-22,Direct,131.34,6206,389
2026-01-23,Organic Search,278.04,12510,486
2026-01-23,Paid Search,1323.37,80857,2757
2026-01-23,Email,246.09,15300,1133
2026-01-23,Social,968.87,54661,1596
2026-01-23,Marketplace,757.51,35058,1368
2026-01-23,Direct,102.74,4506,229
2026-01-24,Organic Search,406.92,16848,785
2026-01-24,Paid Search,1385.04,57366,1985
2026-01-24,Email,242.07,10009,755
2026-01-24,Social,867.14,43614,1054
2026-01-24,Marketplace,745.18,42256,1654
2026-01-24,Direct,149.63,10170,626
2026-01-25,Organic Search,310.27,19424,744
